Match_id,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,BattingTeam_1
426420,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Aftab Ahmed,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Mashrafe Mortaza,Abdur Razzak,Shafiul Islam,Bangladesh
426421,Tamim Iqbal,Imrul Kayes,Aftab Ahmed,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Naeem Islam,Suhrawadi Shuvo,Shafiul Islam,Rubel Hossain,Abdur Razzak,Bangladesh
426422,AN Cook,C Kieswetter,KP Pietersen,PD Collingwood,EJG Morgan,LJ Wright,TT Bresnan,A Shahzad,LE Plunkett,GP Swann,NaN,England
426428,AJ Strauss,SM Davies,IJL Trott,PD Collingwood,EJG Morgan,RS Bopara,TT Bresnan,MH Yardy,JM Anderson,SCJ Broad,GP Swann,England
426429,Kamran Akmal,Mohammad Hafeez,Mohammad Yousuf,Asad Shafiq,Umar Akmal,Fawad Alam,Shahid Afridi,Umar Gul,Saeed Ajmal,Shoaib Akhtar,Mohammad Irfan,Pakistan
426430,Kamran Akmal,Mohammad Hafeez,Mohammad Yousuf,Asad Shafiq,Fawad Alam,Umar Akmal,Shahid Afridi,Abdul Razzaq,Umar Gul,Saeed Ajmal,Shoaib Akhtar,Pakistan
426431,Kamran Akmal,Mohammad Hafeez,Asad Shafiq,Mohammad Yousuf,Fawad Alam,Umar Akmal,Shahid Afridi,Abdul Razzaq,Umar Gul,Shoaib Akhtar,Saeed Ajmal,Pakistan
426720,Salman Butt,Younis Khan,Khalid Latif,Mohammad Yousuf,Umar Akmal,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Umar Gul,Mohammad Amir,Saeed Ajmal,Pakistan
426721,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,SB Styris,DL Vettori,NT Broom,JDP Oram,KD Mills,SE Bond,TG Southee,New Zealand
426722,BB McCullum,AJ Redmond,MJ Guptill,LRPL Taylor,SB Styris,DL Vettori,NT Broom,JDP Oram,KD Mills,SE Bond,TG Southee,New Zealand
430508,HM Amla,GC Smith,AB de Villiers,MV Boucher,AN Petersen,JA Morkel,R McLaren,DW Steyn,LL Tsotsobe,CK Langeveldt,J Botha,South Africa
430509,GC Smith,JH Kallis,AB de Villiers,JP Duminy,AN Petersen,JA Morkel,MV Boucher,CK Langeveldt,LL Tsotsobe,R McLaren,RE van der Merwe,South Africa
430886,V Sehwag,SR Tendulkar,MS Dhoni,SK Raina,G Gambhir,Harbhajan Singh,V Kohli,RA Jadeja,P Kumar,A Nehra,Z Khan,India
430887,V Sehwag,G Gambhir,SR Tendulkar,V Kohli,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,P Kumar,Z Khan,A Nehra,India
430888,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,SHT Kandamby,CK Kapugedera,KMDN Kulasekara,S Randiv,SL Malinga,BAW Mendis,UWMBCA Welegedara,Sri Lanka
430889,WU Tharanga,TM Dilshan,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,NLTC Perera,SHT Kandamby,TT Samaraweera,RAS Lakmal,SL Malinga,S Randiv,Sri Lanka
433558,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,YK Pathan,S Sreesanth,Z Khan,MM Patel,Harbhajan Singh,Yuvraj Singh,NaN,India
433559,AA Obanda,SR Waters,CO Obuya,SO Tikolo,MA Ouma,RR Patel,JK Kamande,TM Odoyo,NN Odhiambo,SO Ngoche,E Otieno,Kenya
433560,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,NLTC Perera,AD Mathews,CK Kapugedera,TT Samaraweera,KMDN Kulasekara,BAW Mendis,M Muralitharan,Sri Lanka
433561,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,DJ Hussey,SPD Smith,MG Johnson,SW Tait,B Lee,JJ Krejza,Australia
433562,AN Kervezee,W Barresi,TLW Cooper,RN ten Doeschate,B Zuiderent,TN de Grooth,PW Borren,Mudassar Bukhari,BA Westdijk,BP Loots,PM Seelaar,Netherlands
433564,CH Gayle,DM Bravo,DS Smith,RR Sarwan,S Chanderpaul,DJ Bravo,DC Thomas,KA Pollard,DJG Sammy,KAJ Roach,SJ Benn,West Indies
433565,MJ Guptill,BB McCullum,JD Ryder,LRPL Taylor,JEC Franklin,SB Styris,JM How,NL McCullum,DL Vettori,TG Southee,HK Bennett,New Zealand
433566,Tamim Iqbal,Imrul Kayes,Junaid Siddique,Mushfiqur Rahim,Shakib Al Hasan,Raqibul Hasan,Mohammad Ashraful,Naeem Islam,Shafiul Islam,Abdur Razzak,Rubel Hossain,Bangladesh
433568,V Sehwag,SR Tendulkar,G Gambhir,Yuvraj Singh,MS Dhoni,YK Pathan,V Kohli,Z Khan,Harbhajan Singh,PP Chawla,MM Patel,India
433569,DS Smith,CH Gayle,DM Bravo,RR Sarwan,KA Pollard,DJG Sammy,S Chanderpaul,DC Thomas,NO Miller,SJ Benn,KAJ Roach,West Indies
433570,BRM Taylor,T Taibu,CK Coventry,CR Ervine,E Chigumbura,SC Williams,GA Lamb,P Utseya,AG Cremer,RW Price,CB Mpofu,Zimbabwe
433571,MA Ouma,SR Waters,CO Obuya,DO Obuya,SO Tikolo,T Mishra,JK Kamande,NN Odhiambo,PJ Ongondo,SO Ngoche,E Otieno,Kenya
433572,AJ Strauss,KP Pietersen,IJL Trott,IR Bell,PD Collingwood,MJ Prior,TT Bresnan,MH Yardy,GP Swann,JM Anderson,SCJ Broad,England
433573,HM Amla,GC Smith,JH Kallis,AB de Villiers,F du Plessis,JP Duminy,MN van Wyk,DW Steyn,M Morkel,Imran Tahir,RJ Peterson,South Africa
433574,Mohammad Hafeez,Ahmed Shehzad,Kamran Akmal,Younis Khan,MisbahNaNulNaNHaq,Umar Akmal,Shahid Afridi,Abdul Razzaq,Umar Gul,Wahab Riaz,Saeed Ajmal,Pakistan
433575,BRM Taylor,CK Coventry,T Taibu,CR Ervine,E Chigumbura,RW Chakabva,GA Lamb,P Utseya,AG Cremer,RW Price,T Panyangara,Zimbabwe
433576,Tamim Iqbal,Junaid Siddique,Imrul Kayes,Mushfiqur Rahim,Shakib Al Hasan,Raqibul Hasan,Mohammad Ashraful,Naeem Islam,Shafiul Islam,Abdur Razzak,Rubel Hossain,Bangladesh
433578,WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,AR White,KJ O'Brien,AR Cusack,JF Mooney,DT Johnston,GH Dockrell,WB Rankin,Ireland
433579,AJ Strauss,KP Pietersen,IJL Trott,IR Bell,RS Bopara,MJ Prior,MH Yardy,TT Bresnan,GP Swann,SCJ Broad,JM Anderson,England
433581,MJ Guptill,BB McCullum,JM How,LRPL Taylor,JEC Franklin,SB Styris,NL McCullum,JDP Oram,KD Mills,TG Southee,NaN,New Zealand
433582,ES Szwarczynski,W Barresi,TLW Cooper,RN ten Doeschate,AN Kervezee,B Zuiderent,TN de Grooth,PW Borren,BP Kruger,Mudassar Bukhari,PM Seelaar,Netherlands
433583,WU Tharanga,TM Dilshan,NLTC Perera,DPMD Jayawardene,KC Sangakkara,AD Mathews,LPC Silva,TT Samaraweera,SL Malinga,KMDN Kulasekara,M Muralitharan,Sri Lanka
433584,DS Smith,S Chanderpaul,DM Bravo,RR Sarwan,KA Pollard,DJG Sammy,DC Thomas,AD Russell,SJ Benn,NO Miller,KAJ Roach,West Indies
433585,AJ Strauss,MJ Prior,IJL Trott,IR Bell,EJG Morgan,RS Bopara,GP Swann,PD Collingwood,TT Bresnan,A Shahzad,JM Anderson,England
433586,V Sehwag,SR Tendulkar,G Gambhir,YK Pathan,MS Dhoni,Yuvraj Singh,V Kohli,Harbhajan Singh,Z Khan,A Nehra,MM Patel,India
433588,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,SPD Smith,MG Johnson,B Lee,SW Tait,JJ Krejza,Australia
433589,BRM Taylor,T Taibu,RW Chakabva,V Sibanda,CR Ervine,GA Lamb,E Chigumbura,P Utseya,SW Masakadza,RW Price,AG Cremer,Zimbabwe
433590,ES Szwarczynski,W Barresi,Mudassar Bukhari,TLW Cooper,RN ten Doeschate,AN Kervezee,TN de Grooth,AF Buurman,PW Borren,PM Seelaar,Adeel Raja,Netherlands
433591,HM Amla,GC Smith,MN van Wyk,JH Kallis,JP Duminy,F du Plessis,CA Ingram,J Botha,RJ Peterson,DW Steyn,M Morkel,South Africa
433592,H Patel,JM Davison,ZE Surkari,A Bagai,AS Hansra,NR Kumar,Rizwan Cheema,K Whatham,HS Baidwan,WD Balaji Rao,H Osinde,Canada
433593,AJ Strauss,MJ Prior,IJL Trott,IR Bell,EJG Morgan,RS Bopara,LJ Wright,JC Tredwell,TT Bresnan,GP Swann,CT Tremlett,England
433594,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,TT Samaraweera,LPC Silva,KMDN Kulasekara,SL Malinga,M Muralitharan,BAW Mendis,Sri Lanka
433596,SR Watson,BJ Haddin,RT Ponting,MJ Clarke,CL White,MEK Hussey,SPD Smith,MG Johnson,JJ Krejza,B Lee,SW Tait,Australia
433597,HM Amla,GC Smith,JH Kallis,JP Duminy,F du Plessis,MN van Wyk,J Botha,RJ Peterson,WD Parnell,LL Tsotsobe,Imran Tahir,South Africa
433598,BRM Taylor,RW Chakabva,V Sibanda,T Taibu,CR Ervine,E Chigumbura,GA Lamb,P Utseya,CB Mpofu,RW Price,AG Cremer,Zimbabwe
433599,G Gambhir,SR Tendulkar,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,YK Pathan,Harbhajan Singh,R Ashwin,Z Khan,MM Patel,India
433600,DS Smith,CH Gayle,RR Sarwan,DM Bravo,S Chanderpaul,KA Pollard,DC Thomas,DJG Sammy,D Bishoo,KAJ Roach,R Rampaul,West Indies
433603,AJ Strauss,IR Bell,IJL Trott,RS Bopara,EJG Morgan,GP Swann,MJ Prior,LJ Wright,TT Bresnan,CT Tremlett,JC Tredwell,England
433604,MJ Guptill,BB McCullum,JD Ryder,LRPL Taylor,SB Styris,KS Williamson,NL McCullum,JDP Oram,DL Vettori,TG Southee,AJ McKay,New Zealand
433605,V Sehwag,SR Tendulkar,G Gambhir,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,Harbhajan Singh,Z Khan,A Nehra,MM Patel,India
433606,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,TT Samaraweera,CK Kapugedera,KMDN Kulasekara,NLTC Perera,SL Malinga,S Randiv,M Muralitharan,Sri Lanka
434258,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Shafiul Islam,Rubel Hossain,Bangladesh
434259,G Gambhir,V Sehwag,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,S Sreesanth,India
434260,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Shakib Al Hasan,Raqibul Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Syed Rasel,Abdur Razzak,Rubel Hossain,Bangladesh
434261,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Abdur Razzak,Rubel Hossain,Syed Rasel,Bangladesh
434262,WU Tharanga,KC Sangakkara,TM Dilshan,DPMD Jayawardene,TT Samaraweera,SHT Kandamby,NLTC Perera,S Randiv,T Thushara,UWMBCA Welegedara,RAS Lakmal,Sri Lanka
434263,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Raqibul Hasan,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Naeem Islam,Syed Rasel,Shafiul Islam,Abdur Razzak,Bangladesh
434264,V Sehwag,G Gambhir,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,RA Jadeja,Harbhajan Singh,Z Khan,A Nehra,S Sreesanth,India
439140,H Masakadza,V Sibanda,T Taibu,BRM Taylor,E Chigumbura,S Matsikenyeri,GA Lamb,P Utseya,RW Price,AG Cremer,SW Masakadza,Zimbabwe
439141,H Masakadza,V Sibanda,BRM Taylor,T Taibu,S Matsikenyeri,GA Lamb,E Chigumbura,AG Cremer,P Utseya,RW Price,CB Mpofu,Zimbabwe
439142,CH Gayle,AB Barath,S Chanderpaul,D Ramdin,N Deonarine,DJ Bravo,KA Pollard,DJG Sammy,R Rampaul,NO Miller,KAJ Roach,West Indies
439143,H Masakadza,V Sibanda,T Maruma,BRM Taylor,T Taibu,S Matsikenyeri,GA Lamb,E Chigumbura,AG Cremer,P Utseya,RW Price,Zimbabwe
439144,V Sibanda,H Masakadza,T Maruma,BRM Taylor,T Taibu,E Chigumbura,CK Coventry,GA Lamb,AG Cremer,P Utseya,RW Price,Zimbabwe
439147,HM Amla,GC Smith,JH Kallis,AB de Villiers,JP Duminy,DA Miller,J Botha,R McLaren,DW Steyn,LL Tsotsobe,M Morkel,South Africa
439148,GC Smith,HM Amla,JH Kallis,AB de Villiers,DA Miller,AN Petersen,R McLaren,DW Steyn,LL Tsotsobe,M Morkel,J Botha,South Africa
439149,HM Amla,GC Smith,JH Kallis,AB de Villiers,AN Petersen,DA Miller,J Botha,R McLaren,DW Steyn,M Morkel,CK Langeveldt,South Africa
439150,DM Richards,CH Gayle,S Chanderpaul,DJ Bravo,DM Bravo,KA Pollard,DJG Sammy,DE Bernard,R Rampaul,SJ Benn,NaN,West Indies
439151,DM Richards,CH Gayle,S Chanderpaul,DM Bravo,DJ Bravo,N Deonarine,KA Pollard,DJG Sammy,JE Taylor,DE Bernard,NaN,West Indies
441827,V Sehwag,SR Tendulkar,KD Karthik,MS Dhoni,V Kohli,SK Raina,YK Pathan,RA Jadeja,P Kumar,A Nehra,S Sreesanth,India
441828,V Sehwag,SR Tendulkar,KD Karthik,YK Pathan,MS Dhoni,P Kumar,A Nehra,S Sreesanth,RA Jadeja,NaN,NaN,India
441829,LE Bosman,HM Amla,JH Kallis,AB de Villiers,DW Steyn,LL Tsotsobe,M Morkel,RE van der Merwe,J Botha,NaN,NaN,South Africa
446957,SR Watson,BJ Haddin,MJ Clarke,MEK Hussey,CL White,SE Marsh,SPD Smith,MG Johnson,JW Hastings,XJ Doherty,PM Siddle,Australia
446958,WU Tharanga,TM Dilshan,DPMD Jayawardene,KC Sangakkara,AD Mathews,SL Malinga,KMDN Kulasekara,NLTC Perera,M Muralitharan,S Randiv,NaN,Sri Lanka
446959,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,LPC Silva,AD Mathews,BMAJ Mendis,S Randiv,NLTC Perera,SL Malinga,CRD Fernando,Sri Lanka
446962,AJ Strauss,SM Davies,IJL Trott,KP Pietersen,IR Bell,EJG Morgan,MH Yardy,TT Bresnan,GP Swann,A Shahzad,CT Tremlett,England
446963,SR Watson,BJ Haddin,MJ Clarke,CL White,DJ Hussey,SE Marsh,SPD Smith,NM Hauritz,B Lee,DE Bollinger,SW Tait,Australia
446964,AJ Strauss,MJ Prior,IJL Trott,IR Bell,EJG Morgan,PD Collingwood,MH Yardy,LJ Wright,CR Woakes,A Shahzad,CT Tremlett,England
446965,AJ Strauss,MJ Prior,IJL Trott,KP Pietersen,IR Bell,EJG Morgan,PD Collingwood,MH Yardy,A Shahzad,CT Tremlett,JM Anderson,England
446966,SR Watson,BJ Haddin,SE Marsh,MJ Clarke,CL White,DJ Hussey,SPD Smith,MG Johnson,JW Hastings,B Lee,DE Bollinger,Australia
446967,AJ Strauss,MJ Prior,IJL Trott,KP Pietersen,IR Bell,EJG Morgan,PD Collingwood,CR Woakes,JM Anderson,ST Finn,MH Yardy,England
446968,TD Paine,BJ Haddin,CJ Ferguson,CL White,DJ Hussey,AC Voges,MG Johnson,JW Hastings,JJ Krejza,SW Tait,DE Bollinger,Australia
450107,WTS Porterfield,PR Stirling,AR Cusack,NJ O'Brien,KJ O'Brien,AR White,GC Wilson,JF Mooney,DT Johnston,WB Rankin,GH Dockrell,Ireland
450498,DF Watts,PL Mommsen,JH Davey,RD Berrington,GM Hamilton,MM Iqbal,DR Lockhart,RM Haq,MA Parker,GD Drummond,JD Nel,Scotland
450501,Karim Sadiq,Mohammad Shahzad,Javed Ahmadi,Nawroz Mangal,Asghar Stanikzai,NoorNaNulNaNHaq,Mohammad Nabi,Samiullah Shenwari,Mirwais Ashraf,Hamid Hassan,Shapoor Zadran,Afghanistan
452146,KD Karthik,M Vijay,RG Sharma,SK Raina,RA Jadeja,YK Pathan,V Kohli,AB Dinda,R Vinay Kumar,UT Yadav,A Mishra,India
452147,WU Tharanga,TM Dilshan,TT Samaraweera,AD Mathews,CK Kapugedera,LPC Silva,NLTC Perera,KMDN Kulasekara,S Randiv,BAW Mendis,CRD Fernando,Sri Lanka
452148,H Masakadza,BRM Taylor,GA Lamb,CR Ervine,CK Coventry,E Chigumbura,AM Blignaut,AG Cremer,P Utseya,RW Price,CB Mpofu,Zimbabwe
452149,KD Karthik,M Vijay,V Kohli,RG Sharma,SK Raina,RA Jadeja,YK Pathan,A Mishra,AB Dinda,PP Ojha,UT Yadav,India
452150,KD Karthik,NV Ojha,V Kohli,YK Pathan,RG Sharma,SK Raina,RA Jadeja,R Ashwin,AB Dinda,Pankaj Singh,PP Ojha,India
452151,WU Tharanga,TM Dilshan,LD Chandimal,CK Kapugedera,TT Samaraweera,BMAJ Mendis,HDRL Thirimanne,NLTC Perera,S Randiv,T Thushara,CRD Fernando,Sri Lanka
452152,H Masakadza,BRM Taylor,T Taibu,CR Ervine,GA Lamb,E Chigumbura,CK Coventry,AG Cremer,P Utseya,RW Price,CB Mpofu,Zimbabwe
455231,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,TT Samaraweera,AD Mathews,CK Kapugedera,MF Maharoof,KMDN Kulasekara,SL Malinga,M Muralitharan,Sri Lanka
455232,Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Naeem Islam,Suhrawadi Shuvo,Mashrafe Mortaza,Shafiul Islam,Syed Rasel,Bangladesh
455233,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,AD Mathews,CK Kapugedera,KMDN Kulasekara,SL Malinga,M Muralitharan,UWMBCA Welegedara,NaN,Sri Lanka
455234,Salman Butt,Imran Farhat,Shoaib Malik,Umar Akmal,Umar Amin,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Mohammad Amir,Shoaib Akhtar,Saeed Ajmal,Pakistan
455235,Imran Farhat,Shahzaib Hasan,Umar Amin,Asad Shafiq,Umar Akmal,Shahid Afridi,Kamran Akmal,Abdul Razzaq,Abdur Rehman,Shoaib Akhtar,Mohammad Asif,Pakistan
455236,G Gambhir,KD Karthik,V Kohli,RG Sharma,SK Raina,MS Dhoni,RA Jadeja,P Kumar,Z Khan,AB Dinda,PP Ojha,India
456662,PJ Ingram,MJ Guptill,LRPL Taylor,KS Williamson,SB Styris,JDP Oram,GD Elliott,GJ Hopkins,DR Tuffey,KD Mills,AJ McKay,New Zealand
456663,WU Tharanga,KC Sangakkara,TM Dilshan,DPMD Jayawardene,TT Samaraweera,AD Mathews,CK Kapugedera,S Randiv,KMDN Kulasekara,SL Malinga,CRD Fernando,Sri Lanka
456664,BJ Watling,MJ Guptill,LRPL Taylor,KS Williamson,SB Styris,GJ Hopkins,NL McCullum,DR Tuffey,KD Mills,TG Southee,AJ McKay,New Zealand
456665,KD Karthik,V Kohli,V Sehwag,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,P Kumar,A Nehra,I Sharma,MM Patel,India
456666,KD Karthik,V Sehwag,RG Sharma,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,P Kumar,A Nehra,I Sharma,PP Ojha,India
456668,DPMD Jayawardene,TM Dilshan,WU Tharanga,KC Sangakkara,CK Kapugedera,AD Mathews,LPC Silva,NLTC Perera,S Randiv,KMDN Kulasekara,SL Malinga,Sri Lanka
461566,Asad Shafiq,Mohammad Hafeez,Younis Khan,MisbahNaNulNaNHaq,Fawad Alam,Shahid Afridi,Abdul Razzaq,Zulqarnain Haider,Umar Gul,Saeed Ajmal,Shoaib Akhtar,Pakistan
461567,HM Amla,RJ Peterson,CA Ingram,AB de Villiers,JP Duminy,DA Miller,JA Morkel,J Botha,M Morkel,CK Langeveldt,LL Tsotsobe,South Africa
461568,HM Amla,JH Kallis,CA Ingram,AB de Villiers,JP Duminy,DA Miller,JA Morkel,J Botha,M Morkel,J Theron,LL Tsotsobe,South Africa
461569,GC Smith,HM Amla,JH Kallis,AB de Villiers,JP Duminy,CA Ingram,DA Miller,J Botha,M Morkel,WD Parnell,DW Steyn,South Africa
461570,HM Amla,GC Smith,JH Kallis,AB de Villiers,JP Duminy,CA Ingram,J Botha,DW Steyn,LL Tsotsobe,M Morkel,RJ Peterson,South Africa
463143,HM Amla,GC Smith,CA Ingram,AB de Villiers,JA Morkel,DA Miller,JP Duminy,J Botha,WD Parnell,CK Langeveldt,J Theron,South Africa
463144,BRM Taylor,CJ Chibhabha,SC Williams,T Taibu,GW Flower,CR Ervine,E Chigumbura,KM Dabengwa,P Utseya,AG Cremer,SW Masakadza,Zimbabwe
463145,GC Smith,HM Amla,JP Duminy,AB de Villiers,JA Morkel,DA Miller,CA Ingram,J Botha,LL Tsotsobe,WD Parnell,J Theron,South Africa
463149,V Kohli,M Vijay,RG Sharma,Yuvraj Singh,YK Pathan,SK Raina,MS Dhoni,P Kumar,A Nehra,MM Patel,R Ashwin,India
463150,GC Smith,HM Amla,CA Ingram,AB de Villiers,JP Duminy,DA Miller,J Botha,WD Parnell,DW Steyn,M Morkel,LL Tsotsobe,South Africa
463151,M Vijay,SR Tendulkar,V Kohli,Yuvraj Singh,MS Dhoni,SK Raina,RG Sharma,Harbhajan Singh,Z Khan,A Nehra,MM Patel,India
463152,GC Smith,HM Amla,CA Ingram,AB de Villiers,JP Duminy,F du Plessis,J Botha,WD Parnell,DW Steyn,LL Tsotsobe,M Morkel,South Africa
463153,HM Amla,GC Smith,MN van Wyk,AB de Villiers,JP Duminy,F du Plessis,J Botha,RJ Peterson,DW Steyn,LL Tsotsobe,M Morkel,South Africa
463154,GC Smith,HM Amla,MN van Wyk,AB de Villiers,JP Duminy,F du Plessis,J Botha,RJ Peterson,DW Steyn,M Morkel,LL Tsotsobe,South Africa
464529,SE Marsh,TD Paine,MJ Clarke,MEK Hussey,CL White,CJ McKay,MA Starc,JW Hastings,JR Hopes,NM Hauritz,SPD Smith,Australia
464720,ES Szwarczynski,TJ Heggelman,TLW Cooper,W Barresi,B Zuiderent,Mudassar Bukhari,PW Borren,PM Seelaar,MMA Jonkman,Adeel Raja,BP Loots,Netherlands
464723,PR Stirling,AC Botha,AD Poynter,KJ O'Brien,AR White,JF Mooney,DT Johnston,RD McCann,NG Jones,A van der Merwe,GH Dockrell,Ireland
464991,CH Gayle,AB Barath,DM Bravo,RR Sarwan,DJ Bravo,KA Pollard,CS Baugh,DJG Sammy,NO Miller,R Rampaul,KAJ Roach,West Indies
464992,WU Tharanga,TM Dilshan,KC Sangakkara,DPMD Jayawardene,CK Kapugedera,TT Samaraweera,NLTC Perera,AD Mathews,HMRKB Herath,BAW Mendis,CRD Fernando,Sri Lanka
467084,HP Patrizi,NM Northcote,AM Northcote,PA Petricola,DG Crowley,MGDCK Fernando,A Bonora,MG Raso,HS Jayasena,GRD Munasinghe,DSF Arsakulasuriya,Italy
467089,MJ Paterlini,P Ferguson,AG Dugmore,RM Siri,GJ Savage,D Forrester,A Ferguson,LM Paterlini,EA MacDermott,DM Lord,PM Ryan,Argentina
467090,SS Nadkarni,SJ Massiah,OM Baker,CD Wright,Steven Ryan Taylor,LJ Cush,A Thyagarajan,RA Marshall,KG Darlington,Usman Shuja,A Gordon,United States of America
467091,RA Sealy,J Linton,PI Best,SA Mohamed,RD Bovell,Ronald Ebanks,P Chin,KF Bazil,C Wright,A Morris,MO Bryan,Cayman Islands
467092,A Bonora,AM Northcote,NM Northcote,PA Petricola,DG Crowley,HP Patrizi,HS Jayasena,MGDCK Fernando,MG Raso,GRD Munasinghe,DSF Arsakulasuriya,Italy
467093,TA Kurukulasuriya,A Bonora,NM Northcote,PA Petricola,DG Crowley,HP Patrizi,MG Raso,HS Jayasena,GRD Munasinghe,RS Abeywickrama,DSF Arsakulasuriya,Italy
467095,MJ Paterlini,C Gibson,P Ferguson,T Francis,RM Siri,D Forrester,GJ Savage,A Ferguson,DM Lord,EA MacDermott,AL Casime,Argentina
467883,M Vijay,G Gambhir,V Kohli,Yuvraj Singh,SK Raina,YK Pathan,WP Saha,R Ashwin,A Nehra,S Sreesanth,MM Patel,India
467884,MJ Guptill,JM How,KS Williamson,LRPL Taylor,SB Styris,DL Vettori,NL McCullum,GJ Hopkins,KD Mills,TG Southee,AJ McKay,New Zealand
467885,MJ Guptill,BB McCullum,KS Williamson,LRPL Taylor,SB Styris,JEC Franklin,DL Vettori,GJ Hopkins,NL McCullum,KD Mills,AJ McKay,New Zealand
467886,MJ Guptill,BB McCullum,JM How,LRPL Taylor,SB Styris,JEC Franklin,DL Vettori,KD Mills,NL McCullum,TG Southee,AJ McKay,New Zealand
467887,MJ Guptill,JM How,BB McCullum,LRPL Taylor,SB Styris,JEC Franklin,GD Elliott,DL Vettori,NL McCullum,KD Mills,TG Southee,New Zealand
473029,OM Baker,SJ Massiah,CD Wright,LJ Cush,SS Nadkarni,A Thyagarajan,RA Marshall,Usman Shuja,Muhammad Ghous,A Gordon,KG Darlington,United States of America
473923,Kamran Akmal,Mohammad Hafeez,Younis Khan,Asad Shafiq,MisbahNaNulNaNHaq,Umar Akmal,Shahid Afridi,Abdul Razzaq,Abdur Rehman,Sohail Tanvir,Shoaib Akhtar,Pakistan
473925,Mohammad Hafeez,Ahmed Shehzad,Kamran Akmal,Younis Khan,MisbahNaNulNaNHaq,Umar Akmal,Shahid Afridi,Abdul Razzaq,Wahab Riaz,Sohail Tanvir,Umar Gul,Pakistan
473926,MJ Guptill,JM How,LRPL Taylor,KS Williamson,SB Styris,JEC Franklin,BB McCullum,NL McCullum,DL Vettori,TG Southee,HK Bennett,New Zealand
473927,Mohammad Hafeez,Ahmed Shehzad,Kamran Akmal,Younis Khan,MisbahNaNulNaNHaq,Umar Akmal,Shahid Afridi,Abdul Razzaq,Wahab Riaz,Umar Gul,Shoaib Akhtar,Pakistan
473928,MJ Guptill,BB McCullum,JD Ryder,LRPL Taylor,JEC Franklin,SB Styris,NL McCullum,KD Mills,TG Southee,HK Bennett,LJ Woodcock,New Zealand
474467,AN Cook,C Kieswetter,IJL Trott,KP Pietersen,EJG Morgan,IR Bell,SCJ Broad,TT Bresnan,GP Swann,JM Anderson,JW Dernbach,England
474468,DPMD Jayawardene,TM Dilshan,LD Chandimal,KC Sangakkara,AD Mathews,KMDN Kulasekara,BMAJ Mendis,SL Malinga,RAS Lakmal,S Randiv,NaN,Sri Lanka
474469,AN Cook,C Kieswetter,IJL Trott,KP Pietersen,EJG Morgan,IR Bell,TT Bresnan,SCJ Broad,GP Swann,JM Anderson,JW Dernbach,England
474470,DPMD Jayawardene,TM Dilshan,LD Chandimal,KC Sangakkara,SHT Kandamby,S Randiv,AD Mathews,BMAJ Mendis,KMDN Kulasekara,SL Malinga,RAS Lakmal,Sri Lanka
474477,PA Patel,AM Rahane,R Dravid,V Kohli,RG Sharma,SK Raina,MS Dhoni,P Kumar,R Ashwin,R Vinay Kumar,NaN,India
